"DISTANCIA","PROVINCIA","LOCALIDAD","CODIGO","DENOM.CORTA","NOMBRE","DENOMINACION","DIRECCION","NATURALEZA","TELEFONO","CORREO ELECTRONICO","WEB","CODIGO POSTAL"
"0.0","Teruel","Teruel","44003247","FRANCÉS DE ARANDA","Instituto de Educación Secundaria","CL. ATARAZANAS, 1","Publico","978 60 25 42","iesfrateruel@educa.aragon.es","http://e-ducativa.catedu.es/44003247","44003"
"0.0","Zaragoza","Calatayud","50001179","EMILIO JIMENO","Instituto de Educación Secundaria","Cl. Río Perejiles, 2","Publico","976 881 009","iesejcalatayud@educa.aragon.es","http://www.emiliojimeno.edu.es/","50300"
"0.0","Zaragoza","Zaragoza","50011793","ARTE-MISS ZARAGOZA, CENTRO 1","Centro Privado de Formación Profesional Específica","Cl. Padre Manjón, 38-40","Privado","976 33 11 88","educacion@arte-miss.com","http://www.arte-miss.com","50010"
"0.0","Huesca","Barbastro","22000809","HERMANOS ARGENSOLA","Instituto de Educación Secundaria","Avda. Del Cinca, S/N","Publico","974 31 17 38","ieshabarbastro@educa.aragon.es","http://ieshabar.educa.aragon.es","22300"
"0.0","Teruel","Teruel","44010011","ESCUELA DE HOSTELERÍA Y TURISMO DE TERUEL","Centro Público Integrado de Formación Profesional","Cl. Mariano Muñoz Nogués, 11-13","Publico","978 60 01 35","esuhosteruel@educa.aragon.es","http://www.educa.aragob.es/eshoster/","44001"
"0.0","Zaragoza","Zaragoza","50007236","SALESIANO NTRA. SRA.DEL PILAR","Centro Privado de Educación Infantil Primaria y Secundaria","Cl. María Auxiliadora, 57","Privado","976 30 68 78","secretaria.zaragoza@salesianos.edu","http://zaragoza.salesianos.edu/","50009"
"0.0","Zaragoza","Zaragoza","50007716","SAN VALERO","Centro Privado de Educación Secundaria","Cl. Violeta Parra, 9","Privado","976 46 65 99","infoces@svalero.es","http://www.sanvalero.es","50015"
"0.0","Zaragoza","Zuera","50008629","E.F.A. EL SALTO","Centro Privado de Formación Profesional Específica","Ctra. de Huesca, N. 330, Km. 529","Privado","976 68 03 70","elsalto@efasdearagon.es","http://www.efasdearagon.org","50800"
"0.0","Zaragoza","Zaragoza","50008642","MARÍA MOLINER","Instituto de Educación Secundaria","Cl. San Vicente Ferrer, 6","Publico","976 33 18 03","iesmmozaragoza@educa.aragon.es","http://ies-mariamoliner.es/","50011"
"0.0","Zaragoza","Zaragoza","50008654","CEFOR IZQUIERDO","Centro Privado de Formación Profesional Específica","Avda. Tenor Fleta, 57 (Pasaje)","Privado","976 48 62 71","ciclos@izquierdofp.es","http://www.izquierdofp.es","50008"
"0.0","Zaragoza","Tauste","50008770","RÍO ARBA","Instituto de Educación Secundaria","Avda. Del Pilar, S/N","Publico","976 85 40 20","iestauste@educa.aragon.es","http://www.iesrioarba.es/","50660"
"0.0","Zaragoza","Zaragoza","50009051","PLUS ULTRA","Centro Privado de Formación Profesional Específica","Cl. Gran Via, 11","Privado","976 22 61 44","centro@plusultraformacion.com","http://www.plusultraformacion.com","50006"
"0.0","Zaragoza","Ejea de los Caballeros","50009129","CINCO VILLAS","Instituto de Educación Secundaria","P.º DE LA CONSTITUCIÓN, 122-124-126","Publico","976 66 00 08","iescvejea@educa.aragon.es","http://www.iescincovillas.com","50600"
"0.0","Zaragoza","Zaragoza","50009166","JOSÉ MANUEL BLECUA","Instituto de Educación Secundaria","Cl. Cuarta Avenida, 13","Publico","976 25 86 20","iesjmbzaragoza@educa.aragon.es","http://www.iesblecua.com","50007"
"0.0","Zaragoza","Zaragoza","50017503","OCÉANO ATLÁNTICO","Centro Privado de Formación Profesional Específica","Avda. Ranillas, 1, edificio 3D","Privado","976 10 64 51","info@oceanoatlantico.org","http://www.oceanoatlantico.org","50018"
"0.0","Zaragoza","Zaragoza","50019901","MEDAC STADIUM VENECIA","Centro Privado de Formación Profesional Específica"," Calle Fray Julián Garcés, número 100","Privado","876 50 88 42","zaragoza.stadium@medac.es","https://medac.es/fp-zaragoza/calle-fray-julian-garces-100","50007"
"0.0","Zaragoza","Zaragoza","50019767","CESUR ZARAGOZA","Centro Privado Integrado de Formación Profesional","Avenida de Ranillas, número 5C","Privado","876 25 98 24 ","cesurzaragoza@cesurformacion.com","http://www.cesurformacion.com","50018"
"0.0","Zaragoza","Mequinenza","50009221","SANTA AGATOCLIA","Centro Privado de Formación Profesional Específica","Ctra. De Fraga, S/N","Privado","974 46 42 11","colegiosantaagatoclia@gmail.com","","50170"
"0.0","Zaragoza","Fuentes de Ebro","50009543","BENJAMÍN JARNÉS","Instituto de Educación Secundaria","Cl. Agustina De Aragón, S/N","Publico","976 16 08 87","iesfuentes@educa.aragon.es","http://iesfuent.educa.aragon.es","50740"
"0.0","Zaragoza","Zaragoza","50009567","RÍO GÁLLEGO","Instituto de Educación Secundaria","Cl. Río Piedra, 4","Publico","976 58 81 70","iesrgazaragoza@educa.aragon.es","http://www.riogallego.com/html/","50014"
"0.0","Zaragoza","Zuera","50009592","GALLICUM","Instituto de Educación Secundaria","Cami. De San Juan, S/N","Publico","976 68 03 41","ieszuera@educa.aragon.es","http://www.gallicum.es/","50800"
"0.0","Zaragoza","Zaragoza","50009889","ACADEMIA MARCO","Centro Privado de Formación Profesional Específica","Cl. Conde De Aranda, 7-9","Privado","976 44 16 99","info@academiamarco.com","http://www.academiamarco.com","50004"
"0.0","Zaragoza","Alagón","50010028","ALAÚN","Centro Privado de Formación Profesional Específica","Cl. Ramón Y Cajal, 10","Privado","976 61 13 74","centroalaun@alaun.es","http://www.centroalaun.es","50630"
"0.0","Zaragoza","Utebo","50010041","PEDRO CERRADA","Instituto de Educación Secundaria","Cl. Las Fuentes, 14","Publico","976 77 42 55","iesutebo@educa.aragon.es","http://iesutebo.educa.aragon.es","50180"
"0.0","Zaragoza","Zaragoza","50010144","PABLO SERRANO","Instituto de Educación Secundaria","CL. BATALLA DE LEPANTO, 30","Publico","976 49 10 15","iespsezaragoza@educa.aragon.es","http://www.iespabloserrano.es","50002"
"0.0","Huesca","Huesca","22010153","ARTE-MISS HUESCA","Centro Privado de Formación Profesional Específica","Cl. Alcalde Carderera, 3","Privado","974 21 53 21","educacion@arte-miss.com","http://www.arte-miss.com","22002"
"0.0","Teruel","San Blas","44003028","DE SAN BLAS","Centro Público Integrado de Formación Profesional","Bo. San Blas, S/N","Publico","978 61 88 20","ifpeteruel@educa.aragon.es","http://ifpesanblas.es","44195"
"0.0","Teruel","Teruel","44003211","SANTA EMERENCIANA","Instituto de Educación Secundaria","CL. Juez Villanueva, 1","Publico","978 62 05 64","iessemteruel@educa.aragon.es","http://www.ies.com","44002"
"0.0","Teruel","Teruel","44003223","SEGUNDO DE CHOMÓN","Instituto de Educación Secundaria","CL. PABLO MONGUIÓ, 48","Publico","978 60 13 21","iesschteruel@educa.aragon.es","http://www.iesch.org","44002"
"0.0","Zaragoza","Caspe","50011732","MAR DE ARAGÓN","Instituto de Educación Secundaria","CL. JOSÉ  MARÍA  ALBAREDA, S/N","Publico","976 63 02 08","iescaspe@educa.aragon.es","http://www.iesmardearagon.es/","50700"
"0.0","Huesca","Huesca","22002491","MONTEARAGÓN","Centro Público Integrado de Formación Profesional","Ctra. De Sariñena,  Km. 4","Publico","974 24 26 73","cpifpmontearagon@educa.aragon.es","http://cpifpmontearagon.es","22111"
"0.0","Huesca","Huesca","22002508","RAMÓN Y CAJAL","Instituto de Educación Secundaria","Avda. De La Paz,  9","Publico","974 22 04 36","iesrychuesca@educa.aragon.es","http://iesrychu.educa.aragon.es","22004"
"0.0","Huesca","Huesca","22002521","SIERRA DE GUARA","Instituto de Educación Secundaria","Cl. Ramón J. Sender, 4","Publico","974 24 34 77","iessguhuesca@educa.aragon.es","http://www.iessierradeguara.com","22005"
"0.0","Zaragoza","Tarazona","50011513","TUBALCAÍN","Instituto de Educación Secundaria","Avda. La Paz, S/N","Publico","976 64 29 15","iestarazona@educa.aragon.es","http://www.iestubalcain.net","50500"
"0.0","Zaragoza","Zaragoza","50011525","MIGUEL CATALÁN","Instituto de Educación Secundaria","P.º Isabel La Católica, 3","Publico","976 40 20 04","iesmcazaragoza@educa.aragon.es","http://www.ies-mcatalan.com","50009"
"0.0","Zaragoza","Zaragoza","50011574","CPA-SALDUIE","Centro Privado de Formación Profesional Específica","AVDA. RAMÓN SAÍNZ DE VARANDA 1-3","Privado","976 52 27 41","info@cpasalduie.com","http://www.cpasalduie.com","50009"
"0.0","Zaragoza","Zaragoza","50006414","VIRGEN DEL PILAR","Instituto de Educación Secundaria","P.º Reyes De Aragón, 20","Publico","976 30 60 09","iesvdpzaragoza@educa.aragon.es","http://iesvirgendelpilar.com","50012"
"0.0","Zaragoza","Zaragoza","50006529","EL BUEN PASTOR","Centro Privado de Educación Infantil Primaria y Secundaria","Cl. Monzón, 27","Privado","976 27 37 62","secretaria@elbuenpastorzaragoza.net","http://www.elbuenpastorzaragoza.net","50007"
"0.0","Zaragoza","Zaragoza","50006581","COLEGIO MONTESSORI","Centro Privado de Educación Infantil Primaria y Secundaria","Cl. Lagasca, 25-27","Privado","976 30 61 00","administracion@colegiomontessori.com","http://colegiomontessori.com","50006"
